event_id,user_id,event_name,event_description,event_type,location,event_image,start_date,end_date,created_at,updated_at
2048,185,Event 2048,This is description for event 2048,Workshop,Hyderabad,event_2048.jpg,2024-08-12 14:44:00,2024-08-12 14:44:00,2024-08-04 14:44:00,2024-08-31 14:44:00
2049,234,Event 2049,This is description for event 2049,Cultural,Pune,event_2049.jpg,2024-10-07 03:22:00,2024-10-09 03:22:00,2024-09-28 03:22:00,2024-10-02 03:22:00
2050,510,Event 2050,This is description for event 2050,Seminar,Mumbai,event_2050.jpg,2023-10-04 00:18:00,2023-10-05 00:18:00,2023-10-03 00:18:00,2023-10-18 00:18:00
2051,612,Event 2051,This is description for event 2051,Cultural,Mumbai,event_2051.jpg,2023-09-04 08:12:00,2023-09-07 08:12:00,2023-08-25 08:12:00,2023-09-20 08:12:00
2052,626,Event 2052,This is description for event 2052,Sports,Bangalore,event_2052.jpg,2025-02-16 14:46:00,2025-02-18 14:46:00,2025-02-10 14:46:00,2025-03-07 14:46:00
2053,871,Event 2053,This is description for event 2053,Workshop,Mumbai,event_2053.jpg,2023-02-08 10:12:00,2023-02-10 10:12:00,2023-02-04 10:12:00,2023-03-04 10:12:00
2054,182,Event 2054,This is description for event 2054,Seminar,Pune,event_2054.jpg,2024-09-30 04:32:00,2024-10-02 04:32:00,2024-09-27 04:32:00,2024-10-27 04:32:00
2055,414,Event 2055,This is description for event 2055,Cultural,Hyderabad,event_2055.jpg,2024-01-04 19:35:00,2024-01-07 19:35:00,2023-12-25 19:35:00,2024-01-06 19:35:00
2056,458,Event 2056,This is description for event 2056,Seminar,Hyderabad,event_2056.jpg,2024-09-08 03:09:00,2024-09-10 03:09:00,2024-09-04 03:09:00,2024-10-04 03:09:00
2057,518,Event 2057,This is description for event 2057,Sports,Pune,event_2057.jpg,2024-07-08 18:06:00,2024-07-09 18:06:00,2024-07-05 18:06:00,2024-07-21 18:06:00
2058,969,Event 2058,This is description for event 2058,Technical,Pune,event_2058.jpg,2023-03-16 18:39:00,2023-03-18 18:39:00,2023-03-10 18:39:00,2023-03-25 18:39:00
2059,37,Event 2059,This is description for event 2059,Technical,Pune,event_2059.jpg,2025-07-25 21:48:00,2025-07-27 21:48:00,2025-07-16 21:48:00,2025-08-06 21:48:00
2060,485,Event 2060,This is description for event 2060,Seminar,Bangalore,event_2060.jpg,2023-02-23 08:37:00,2023-02-23 08:37:00,2023-02-22 08:37:00,2023-02-27 08:37:00
2061,703,Event 2061,This is description for event 2061,Technical,Delhi,event_2061.jpg,2023-02-10 07:44:00,2023-02-11 07:44:00,2023-02-01 07:44:00,2023-02-04 07:44:00
2062,109,Event 2062,This is description for event 2062,Sports,Delhi,event_2062.jpg,2024-01-12 20:22:00,2024-01-12 20:22:00,2024-01-10 20:22:00,2024-01-22 20:22:00
2063,805,Event 2063,This is description for event 2063,Cultural,Mumbai,event_2063.jpg,2025-06-21 23:36:00,2025-06-23 23:36:00,2025-06-16 23:36:00,2025-06-29 23:36:00
2064,890,Event 2064,This is description for event 2064,Seminar,Mumbai,event_2064.jpg,2024-06-25 17:33:00,2024-06-26 17:33:00,2024-06-21 17:33:00,2024-07-03 17:33:00
2065,738,Event 2065,This is description for event 2065,Technical,Bangalore,event_2065.jpg,2023-11-15 04:03:00,2023-11-17 04:03:00,2023-11-06 04:03:00,2023-11-19 04:03:00
2066,523,Event 2066,This is description for event 2066,Technical,Mumbai,event_2066.jpg,2024-10-23 09:16:00,2024-10-25 09:16:00,2024-10-22 09:16:00,2024-10-26 09:16:00
2067,167,Event 2067,This is description for event 2067,Seminar,Hyderabad,event_2067.jpg,2025-06-27 12:51:00,2025-06-30 12:51:00,2025-06-25 12:51:00,2025-07-04 12:51:00
2068,212,Event 2068,This is description for event 2068,Workshop,Hyderabad,event_2068.jpg,2024-05-14 17:07:00,2024-05-14 17:07:00,2024-05-08 17:07:00,2024-05-22 17:07:00
2069,910,Event 2069,This is description for event 2069,Technical,Pune,event_2069.jpg,2024-04-24 22:09:00,2024-04-25 22:09:00,2024-04-14 22:09:00,2024-05-05 22:09:00
2070,271,Event 2070,This is description for event 2070,Cultural,Hyderabad,event_2070.jpg,2023-08-23 04:10:00,2023-08-24 04:10:00,2023-08-14 04:10:00,2023-09-09 04:10:00
2071,649,Event 2071,This is description for event 2071,Cultural,Delhi,event_2071.jpg,2023-12-16 02:21:00,2023-12-18 02:21:00,2023-12-07 02:21:00,2024-01-06 02:21:00
2072,799,Event 2072,This is description for event 2072,Cultural,Pune,event_2072.jpg,2024-07-26 07:58:00,2024-07-27 07:58:00,2024-07-17 07:58:00,2024-07-23 07:58:00
2073,716,Event 2073,This is description for event 2073,Sports,Bangalore,event_2073.jpg,2023-03-29 12:04:00,2023-04-01 12:04:00,2023-03-27 12:04:00,2023-04-12 12:04:00
2074,225,Event 2074,This is description for event 2074,Technical,Delhi,event_2074.jpg,2023-11-11 22:48:00,2023-11-14 22:48:00,2023-11-04 22:48:00,2023-11-28 22:48:00
2075,417,Event 2075,This is description for event 2075,Seminar,Delhi,event_2075.jpg,2023-09-01 09:24:00,2023-09-04 09:24:00,2023-08-30 09:24:00,2023-09-18 09:24:00
2076,437,Event 2076,This is description for event 2076,Seminar,Delhi,event_2076.jpg,2025-06-02 18:10:00,2025-06-03 18:10:00,2025-05-27 18:10:00,2025-06-08 18:10:00
2077,77,Event 2077,This is description for event 2077,Workshop,Delhi,event_2077.jpg,2024-03-27 01:15:00,2024-03-30 01:15:00,2024-03-20 01:15:00,2024-04-09 01:15:00
2078,944,Event 2078,This is description for event 2078,Workshop,Pune,event_2078.jpg,2023-11-28 04:34:00,2023-11-28 04:34:00,2023-11-23 04:34:00,2023-12-19 04:34:00
2079,555,Event 2079,This is description for event 2079,Workshop,Bangalore,event_2079.jpg,2024-02-29 07:53:00,2024-03-01 07:53:00,2024-02-19 07:53:00,2024-03-01 07:53:00
2080,753,Event 2080,This is description for event 2080,Technical,Delhi,event_2080.jpg,2025-06-04 11:28:00,2025-06-04 11:28:00,2025-05-27 11:28:00,2025-06-09 11:28:00
2081,652,Event 2081,This is description for event 2081,Technical,Pune,event_2081.jpg,2024-09-05 23:18:00,2024-09-06 23:18:00,2024-08-30 23:18:00,2024-09-16 23:18:00
2082,73,Event 2082,This is description for event 2082,Sports,Mumbai,event_2082.jpg,2025-10-29 07:11:00,2025-10-30 07:11:00,2025-10-19 07:11:00,2025-11-16 07:11:00
2083,39,Event 2083,This is description for event 2083,Sports,Hyderabad,event_2083.jpg,2024-10-01 11:00:00,2024-10-02 11:00:00,2024-09-23 11:00:00,2024-09-25 11:00:00
2084,422,Event 2084,This is description for event 2084,Sports,Hyderabad,event_2084.jpg,2023-09-03 18:05:00,2023-09-05 18:05:00,2023-08-29 18:05:00,2023-09-19 18:05:00
2085,564,Event 2085,This is description for event 2085,Seminar,Delhi,event_2085.jpg,2024-05-23 19:01:00,2024-05-25 19:01:00,2024-05-16 19:01:00,2024-06-09 19:01:00
2086,40,Event 2086,This is description for event 2086,Workshop,Hyderabad,event_2086.jpg,2024-02-12 20:27:00,2024-02-15 20:27:00,2024-02-05 20:27:00,2024-02-10 20:27:00
2087,971,Event 2087,This is description for event 2087,Seminar,Pune,event_2087.jpg,2024-11-03 09:21:00,2024-11-05 09:21:00,2024-10-26 09:21:00,2024-10-30 09:21:00
2088,39,Event 2088,This is description for event 2088,Cultural,Pune,event_2088.jpg,2024-12-18 01:02:00,2024-12-21 01:02:00,2024-12-17 01:02:00,2025-01-13 01:02:00
2089,6,Event 2089,This is description for event 2089,Sports,Pune,event_2089.jpg,2024-07-22 16:20:00,2024-07-22 16:20:00,2024-07-13 16:20:00,2024-08-01 16:20:00
2090,503,Event 2090,This is description for event 2090,Workshop,Mumbai,event_2090.jpg,2025-03-28 10:56:00,2025-03-29 10:56:00,2025-03-19 10:56:00,2025-04-09 10:56:00
2091,261,Event 2091,This is description for event 2091,Sports,Hyderabad,event_2091.jpg,2023-02-23 02:22:00,2023-02-23 02:22:00,2023-02-13 02:22:00,2023-03-13 02:22:00
2092,717,Event 2092,This is description for event 2092,Cultural,Delhi,event_2092.jpg,2025-04-30 09:20:00,2025-05-03 09:20:00,2025-04-25 09:20:00,2025-05-18 09:20:00
2093,47,Event 2093,This is description for event 2093,Seminar,Hyderabad,event_2093.jpg,2025-07-08 15:41:00,2025-07-10 15:41:00,2025-07-07 15:41:00,2025-08-05 15:41:00
2094,313,Event 2094,This is description for event 2094,Cultural,Bangalore,event_2094.jpg,2025-05-21 22:35:00,2025-05-21 22:35:00,2025-05-11 22:35:00,2025-05-27 22:35:00
2095,257,Event 2095,This is description for event 2095,Sports,Delhi,event_2095.jpg,2023-04-04 02:29:00,2023-04-05 02:29:00,2023-03-28 02:29:00,2023-04-06 02:29:00
2096,238,Event 2096,This is description for event 2096,Seminar,Mumbai,event_2096.jpg,2025-05-11 03:25:00,2025-05-11 03:25:00,2025-05-03 03:25:00,2025-05-15 03:25:00
2097,229,Event 2097,This is description for event 2097,Technical,Pune,event_2097.jpg,2024-02-07 23:34:00,2024-02-10 23:34:00,2024-01-30 23:34:00,2024-02-04 23:34:00
2098,615,Event 2098,This is description for event 2098,Sports,Pune,event_2098.jpg,2024-07-15 20:23:00,2024-07-18 20:23:00,2024-07-06 20:23:00,2024-07-30 20:23:00
2099,605,Event 2099,This is description for event 2099,Cultural,Mumbai,event_2099.jpg,2023-07-20 16:37:00,2023-07-23 16:37:00,2023-07-11 16:37:00,2023-07-12 16:37:00
2100,567,Event 2100,This is description for event 2100,Seminar,Hyderabad,event_2100.jpg,2023-07-21 04:16:00,2023-07-23 04:16:00,2023-07-20 04:16:00,2023-08-17 04:16:00
2101,957,Event 2101,This is description for event 2101,Seminar,Hyderabad,event_2101.jpg,2023-07-27 04:07:00,2023-07-28 04:07:00,2023-07-23 04:07:00,2023-08-03 04:07:00
2102,499,Event 2102,This is description for event 2102,Sports,Bangalore,event_2102.jpg,2023-02-12 20:11:00,2023-02-12 20:11:00,2023-02-04 20:11:00,2023-03-05 20:11:00
2103,88,Event 2103,This is description for event 2103,Sports,Delhi,event_2103.jpg,2025-06-13 22:14:00,2025-06-15 22:14:00,2025-06-09 22:14:00,2025-06-15 22:14:00
2104,906,Event 2104,This is description for event 2104,Seminar,Bangalore,event_2104.jpg,2024-02-13 20:46:00,2024-02-15 20:46:00,2024-02-03 20:46:00,2024-02-21 20:46:00
2105,640,Event 2105,This is description for event 2105,Cultural,Delhi,event_2105.jpg,2023-11-11 18:59:00,2023-11-12 18:59:00,2023-11-01 18:59:00,2023-11-10 18:59:00
2106,74,Event 2106,This is description for event 2106,Cultural,Hyderabad,event_2106.jpg,2025-05-05 03:39:00,2025-05-08 03:39:00,2025-04-26 03:39:00,2025-05-06 03:39:00
2107,890,Event 2107,This is description for event 2107,Technical,Mumbai,event_2107.jpg,2023-02-04 08:19:00,2023-02-07 08:19:00,2023-02-01 08:19:00,2023-02-07 08:19:00
2108,972,Event 2108,This is description for event 2108,Cultural,Mumbai,event_2108.jpg,2023-04-27 07:52:00,2023-04-27 07:52:00,2023-04-23 07:52:00,2023-05-11 07:52:00
2109,208,Event 2109,This is description for event 2109,Technical,Pune,event_2109.jpg,2023-02-22 06:02:00,2023-02-22 06:02:00,2023-02-15 06:02:00,2023-03-15 06:02:00
2110,372,Event 2110,This is description for event 2110,Sports,Delhi,event_2110.jpg,2023-10-25 08:14:00,2023-10-25 08:14:00,2023-10-20 08:14:00,2023-11-08 08:14:00
2111,148,Event 2111,This is description for event 2111,Cultural,Delhi,event_2111.jpg,2024-04-12 19:29:00,2024-04-12 19:29:00,2024-04-06 19:29:00,2024-04-16 19:29:00
2112,217,Event 2112,This is description for event 2112,Seminar,Bangalore,event_2112.jpg,2023-11-12 06:29:00,2023-11-15 06:29:00,2023-11-08 06:29:00,2023-12-08 06:29:00
2113,180,Event 2113,This is description for event 2113,Seminar,Hyderabad,event_2113.jpg,2023-04-07 07:22:00,2023-04-10 07:22:00,2023-04-02 07:22:00,2023-04-06 07:22:00
2114,300,Event 2114,This is description for event 2114,Seminar,Hyderabad,event_2114.jpg,2025-05-17 23:20:00,2025-05-17 23:20:00,2025-05-15 23:20:00,2025-05-24 23:20:00
2115,723,Event 2115,This is description for event 2115,Sports,Pune,event_2115.jpg,2025-07-30 02:27:00,2025-08-01 02:27:00,2025-07-22 02:27:00,2025-08-19 02:27:00
2116,228,Event 2116,This is description for event 2116,Sports,Hyderabad,event_2116.jpg,2023-03-30 11:22:00,2023-03-30 11:22:00,2023-03-28 11:22:00,2023-04-13 11:22:00
2117,855,Event 2117,This is description for event 2117,Workshop,Pune,event_2117.jpg,2024-01-02 23:50:00,2024-01-02 23:50:00,2023-12-30 23:50:00,2024-01-21 23:50:00
2118,311,Event 2118,This is description for event 2118,Workshop,Delhi,event_2118.jpg,2024-01-01 01:25:00,2024-01-03 01:25:00,2023-12-22 01:25:00,2024-01-06 01:25:00
2119,528,Event 2119,This is description for event 2119,Seminar,Mumbai,event_2119.jpg,2024-10-26 21:22:00,2024-10-26 21:22:00,2024-10-24 21:22:00,2024-10-26 21:22:00
2120,415,Event 2120,This is description for event 2120,Seminar,Bangalore,event_2120.jpg,2024-07-05 22:14:00,2024-07-05 22:14:00,2024-06-27 22:14:00,2024-07-25 22:14:00
2121,711,Event 2121,This is description for event 2121,Cultural,Mumbai,event_2121.jpg,2023-01-21 02:30:00,2023-01-21 02:30:00,2023-01-15 02:30:00,2023-01-23 02:30:00
2122,988,Event 2122,This is description for event 2122,Sports,Delhi,event_2122.jpg,2025-10-31 18:22:00,2025-10-31 18:22:00,2025-10-29 18:22:00,2025-11-07 18:22:00
2123,845,Event 2123,This is description for event 2123,Sports,Bangalore,event_2123.jpg,2025-07-10 09:02:00,2025-07-12 09:02:00,2025-07-01 09:02:00,2025-07-15 09:02:00
2124,350,Event 2124,This is description for event 2124,Cultural,Pune,event_2124.jpg,2023-02-28 18:49:00,2023-02-28 18:49:00,2023-02-23 18:49:00,2023-03-11 18:49:00
2125,208,Event 2125,This is description for event 2125,Seminar,Mumbai,event_2125.jpg,2024-12-07 06:38:00,2024-12-10 06:38:00,2024-12-03 06:38:00,2024-12-11 06:38:00
2126,950,Event 2126,This is description for event 2126,Seminar,Hyderabad,event_2126.jpg,2023-12-19 13:54:00,2023-12-19 13:54:00,2023-12-15 13:54:00,2023-12-24 13:54:00
2127,482,Event 2127,This is description for event 2127,Technical,Bangalore,event_2127.jpg,2024-10-08 16:16:00,2024-10-10 16:16:00,2024-10-07 16:16:00,2024-11-03 16:16:00
2128,684,Event 2128,This is description for event 2128,Sports,Pune,event_2128.jpg,2024-02-25 23:49:00,2024-02-27 23:49:00,2024-02-21 23:49:00,2024-03-09 23:49:00
2129,407,Event 2129,This is description for event 2129,Workshop,Delhi,event_2129.jpg,2023-10-01 02:15:00,2023-10-04 02:15:00,2023-09-26 02:15:00,2023-10-06 02:15:00
2130,59,Event 2130,This is description for event 2130,Technical,Bangalore,event_2130.jpg,2023-01-06 00:20:00,2023-01-09 00:20:00,2023-01-04 00:20:00,2023-01-12 00:20:00
2131,688,Event 2131,This is description for event 2131,Cultural,Pune,event_2131.jpg,2024-03-23 09:17:00,2024-03-24 09:17:00,2024-03-16 09:17:00,2024-04-07 09:17:00
2132,245,Event 2132,This is description for event 2132,Seminar,Mumbai,event_2132.jpg,2024-01-21 10:49:00,2024-01-23 10:49:00,2024-01-18 10:49:00,2024-02-15 10:49:00
2133,171,Event 2133,This is description for event 2133,Technical,Delhi,event_2133.jpg,2023-02-04 22:40:00,2023-02-07 22:40:00,2023-02-02 22:40:00,2023-02-20 22:40:00
2134,863,Event 2134,This is description for event 2134,Workshop,Mumbai,event_2134.jpg,2023-05-31 17:06:00,2023-06-03 17:06:00,2023-05-25 17:06:00,2023-06-07 17:06:00
2135,747,Event 2135,This is description for event 2135,Cultural,Hyderabad,event_2135.jpg,2023-01-23 11:31:00,2023-01-25 11:31:00,2023-01-19 11:31:00,2023-02-14 11:31:00
2136,964,Event 2136,This is description for event 2136,Sports,Hyderabad,event_2136.jpg,2023-07-19 18:09:00,2023-07-22 18:09:00,2023-07-12 18:09:00,2023-07-21 18:09:00
2137,775,Event 2137,This is description for event 2137,Technical,Hyderabad,event_2137.jpg,2024-03-25 16:01:00,2024-03-28 16:01:00,2024-03-21 16:01:00,2024-04-07 16:01:00
2138,888,Event 2138,This is description for event 2138,Seminar,Mumbai,event_2138.jpg,2023-12-04 22:08:00,2023-12-06 22:08:00,2023-11-30 22:08:00,2023-12-18 22:08:00
2139,608,Event 2139,This is description for event 2139,Seminar,Hyderabad,event_2139.jpg,2023-03-16 10:28:00,2023-03-17 10:28:00,2023-03-10 10:28:00,2023-03-21 10:28:00
2140,169,Event 2140,This is description for event 2140,Cultural,Hyderabad,event_2140.jpg,2024-11-08 19:53:00,2024-11-09 19:53:00,2024-11-05 19:53:00,2024-11-21 19:53:00
2141,604,Event 2141,This is description for event 2141,Cultural,Delhi,event_2141.jpg,2023-11-04 15:13:00,2023-11-07 15:13:00,2023-11-01 15:13:00,2023-11-09 15:13:00
2142,678,Event 2142,This is description for event 2142,Sports,Delhi,event_2142.jpg,2025-08-18 05:04:00,2025-08-21 05:04:00,2025-08-08 05:04:00,2025-08-10 05:04:00
2143,957,Event 2143,This is description for event 2143,Sports,Mumbai,event_2143.jpg,2024-03-09 10:50:00,2024-03-11 10:50:00,2024-03-04 10:50:00,2024-03-12 10:50:00
2144,973,Event 2144,This is description for event 2144,Sports,Hyderabad,event_2144.jpg,2023-08-02 03:40:00,2023-08-04 03:40:00,2023-07-26 03:40:00,2023-07-29 03:40:00
2145,688,Event 2145,This is description for event 2145,Sports,Mumbai,event_2145.jpg,2025-02-21 08:41:00,2025-02-23 08:41:00,2025-02-20 08:41:00,2025-03-17 08:41:00
2146,30,Event 2146,This is description for event 2146,Cultural,Pune,event_2146.jpg,2024-03-09 12:22:00,2024-03-09 12:22:00,2024-02-28 12:22:00,2024-03-26 12:22:00
2147,864,Event 2147,This is description for event 2147,Cultural,Mumbai,event_2147.jpg,2025-10-08 11:08:00,2025-10-10 11:08:00,2025-09-28 11:08:00,2025-10-24 11:08:00
2148,915,Event 2148,This is description for event 2148,Cultural,Bangalore,event_2148.jpg,2023-10-25 12:26:00,2023-10-25 12:26:00,2023-10-17 12:26:00,2023-11-14 12:26:00
2149,283,Event 2149,This is description for event 2149,Sports,Pune,event_2149.jpg,2023-04-20 11:04:00,2023-04-23 11:04:00,2023-04-11 11:04:00,2023-04-16 11:04:00
2150,88,Event 2150,This is description for event 2150,Sports,Hyderabad,event_2150.jpg,2024-04-08 16:27:00,2024-04-11 16:27:00,2024-04-04 16:27:00,2024-04-12 16:27:00
2151,378,Event 2151,This is description for event 2151,Seminar,Delhi,event_2151.jpg,2024-10-14 09:15:00,2024-10-14 09:15:00,2024-10-12 09:15:00,2024-10-29 09:15:00
2152,397,Event 2152,This is description for event 2152,Cultural,Pune,event_2152.jpg,2025-12-09 12:04:00,2025-12-11 12:04:00,2025-12-04 12:04:00,2025-12-30 12:04:00
2153,75,Event 2153,This is description for event 2153,Workshop,Pune,event_2153.jpg,2024-01-02 00:36:00,2024-01-04 00:36:00,2023-12-25 00:36:00,2023-12-29 00:36:00
2154,531,Event 2154,This is description for event 2154,Technical,Mumbai,event_2154.jpg,2024-03-25 16:27:00,2024-03-25 16:27:00,2024-03-19 16:27:00,2024-04-08 16:27:00
2155,277,Event 2155,This is description for event 2155,Cultural,Mumbai,event_2155.jpg,2025-02-04 11:35:00,2025-02-07 11:35:00,2025-01-31 11:35:00,2025-02-10 11:35:00
2156,102,Event 2156,This is description for event 2156,Cultural,Bangalore,event_2156.jpg,2024-01-26 00:25:00,2024-01-28 00:25:00,2024-01-19 00:25:00,2024-02-08 00:25:00
2157,848,Event 2157,This is description for event 2157,Seminar,Hyderabad,event_2157.jpg,2024-11-18 15:57:00,2024-11-18 15:57:00,2024-11-15 15:57:00,2024-12-07 15:57:00
2158,402,Event 2158,This is description for event 2158,Sports,Hyderabad,event_2158.jpg,2023-03-17 22:20:00,2023-03-17 22:20:00,2023-03-14 22:20:00,2023-04-13 22:20:00
2159,574,Event 2159,This is description for event 2159,Workshop,Bangalore,event_2159.jpg,2025-02-15 19:24:00,2025-02-17 19:24:00,2025-02-13 19:24:00,2025-02-24 19:24:00
2160,900,Event 2160,This is description for event 2160,Seminar,Pune,event_2160.jpg,2025-08-06 04:15:00,2025-08-08 04:15:00,2025-07-28 04:15:00,2025-08-04 04:15:00
2161,859,Event 2161,This is description for event 2161,Technical,Bangalore,event_2161.jpg,2025-01-20 10:14:00,2025-01-22 10:14:00,2025-01-10 10:14:00,2025-01-27 10:14:00
2162,272,Event 2162,This is description for event 2162,Technical,Bangalore,event_2162.jpg,2025-02-19 07:28:00,2025-02-20 07:28:00,2025-02-12 07:28:00,2025-03-04 07:28:00
2163,882,Event 2163,This is description for event 2163,Sports,Pune,event_2163.jpg,2023-07-03 01:54:00,2023-07-03 01:54:00,2023-06-26 01:54:00,2023-07-12 01:54:00
2164,71,Event 2164,This is description for event 2164,Sports,Pune,event_2164.jpg,2023-02-16 08:31:00,2023-02-19 08:31:00,2023-02-13 08:31:00,2023-02-17 08:31:00
2165,165,Event 2165,This is description for event 2165,Workshop,Mumbai,event_2165.jpg,2024-10-03 14:22:00,2024-10-06 14:22:00,2024-09-23 14:22:00,2024-10-09 14:22:00
2166,184,Event 2166,This is description for event 2166,Seminar,Pune,event_2166.jpg,2025-01-12 02:28:00,2025-01-12 02:28:00,2025-01-07 02:28:00,2025-01-16 02:28:00
2167,835,Event 2167,This is description for event 2167,Sports,Bangalore,event_2167.jpg,2025-07-01 15:47:00,2025-07-02 15:47:00,2025-06-26 15:47:00,2025-07-07 15:47:00
2168,206,Event 2168,This is description for event 2168,Seminar,Hyderabad,event_2168.jpg,2025-05-10 07:59:00,2025-05-12 07:59:00,2025-05-08 07:59:00,2025-05-17 07:59:00
2169,452,Event 2169,This is description for event 2169,Workshop,Hyderabad,event_2169.jpg,2024-03-27 16:05:00,2024-03-29 16:05:00,2024-03-17 16:05:00,2024-04-14 16:05:00
2170,825,Event 2170,This is description for event 2170,Sports,Pune,event_2170.jpg,2023-10-28 08:19:00,2023-10-29 08:19:00,2023-10-19 08:19:00,2023-10-28 08:19:00
2171,834,Event 2171,This is description for event 2171,Technical,Hyderabad,event_2171.jpg,2024-07-22 10:40:00,2024-07-22 10:40:00,2024-07-15 10:40:00,2024-08-11 10:40:00
2172,389,Event 2172,This is description for event 2172,Cultural,Hyderabad,event_2172.jpg,2024-11-08 03:08:00,2024-11-08 03:08:00,2024-10-31 03:08:00,2024-11-26 03:08:00
2173,996,Event 2173,This is description for event 2173,Sports,Pune,event_2173.jpg,2025-01-24 14:02:00,2025-01-25 14:02:00,2025-01-23 14:02:00,2025-02-13 14:02:00
2174,142,Event 2174,This is description for event 2174,Seminar,Mumbai,event_2174.jpg,2025-08-04 17:58:00,2025-08-05 17:58:00,2025-08-03 17:58:00,2025-08-09 17:58:00
2175,593,Event 2175,This is description for event 2175,Sports,Pune,event_2175.jpg,2025-07-14 01:38:00,2025-07-15 01:38:00,2025-07-06 01:38:00,2025-07-07 01:38:00
2176,187,Event 2176,This is description for event 2176,Cultural,Pune,event_2176.jpg,2025-10-08 10:01:00,2025-10-09 10:01:00,2025-09-28 10:01:00,2025-10-07 10:01:00
2177,396,Event 2177,This is description for event 2177,Sports,Bangalore,event_2177.jpg,2025-01-22 05:50:00,2025-01-23 05:50:00,2025-01-17 05:50:00,2025-01-24 05:50:00
2178,761,Event 2178,This is description for event 2178,Technical,Pune,event_2178.jpg,2025-09-28 17:31:00,2025-09-29 17:31:00,2025-09-21 17:31:00,2025-10-21 17:31:00
2179,177,Event 2179,This is description for event 2179,Cultural,Hyderabad,event_2179.jpg,2024-06-16 17:28:00,2024-06-18 17:28:00,2024-06-09 17:28:00,2024-06-13 17:28:00
2180,650,Event 2180,This is description for event 2180,Sports,Pune,event_2180.jpg,2024-10-02 14:34:00,2024-10-02 14:34:00,2024-09-22 14:34:00,2024-10-11 14:34:00
2181,742,Event 2181,This is description for event 2181,Technical,Delhi,event_2181.jpg,2024-11-29 04:12:00,2024-12-02 04:12:00,2024-11-22 04:12:00,2024-11-23 04:12:00
2182,674,Event 2182,This is description for event 2182,Cultural,Mumbai,event_2182.jpg,2023-12-18 10:33:00,2023-12-19 10:33:00,2023-12-14 10:33:00,2023-12-27 10:33:00
2183,498,Event 2183,This is description for event 2183,Technical,Bangalore,event_2183.jpg,2025-03-12 05:32:00,2025-03-13 05:32:00,2025-03-10 05:32:00,2025-04-04 05:32:00
2184,558,Event 2184,This is description for event 2184,Workshop,Pune,event_2184.jpg,2025-04-11 13:45:00,2025-04-13 13:45:00,2025-04-05 13:45:00,2025-04-17 13:45:00
2185,116,Event 2185,This is description for event 2185,Sports,Hyderabad,event_2185.jpg,2025-10-02 21:34:00,2025-10-05 21:34:00,2025-09-22 21:34:00,2025-10-05 21:34:00
2186,361,Event 2186,This is description for event 2186,Cultural,Pune,event_2186.jpg,2023-05-18 04:07:00,2023-05-20 04:07:00,2023-05-17 04:07:00,2023-06-02 04:07:00
2187,584,Event 2187,This is description for event 2187,Technical,Mumbai,event_2187.jpg,2025-05-24 16:50:00,2025-05-26 16:50:00,2025-05-19 16:50:00,2025-05-26 16:50:00
2188,823,Event 2188,This is description for event 2188,Technical,Delhi,event_2188.jpg,2023-11-22 08:55:00,2023-11-25 08:55:00,2023-11-18 08:55:00,2023-11-26 08:55:00
2189,869,Event 2189,This is description for event 2189,Technical,Hyderabad,event_2189.jpg,2025-09-04 11:53:00,2025-09-05 11:53:00,2025-08-26 11:53:00,2025-09-13 11:53:00
2190,232,Event 2190,This is description for event 2190,Workshop,Delhi,event_2190.jpg,2023-08-30 00:04:00,2023-09-02 00:04:00,2023-08-25 00:04:00,2023-09-08 00:04:00
2191,796,Event 2191,This is description for event 2191,Seminar,Hyderabad,event_2191.jpg,2024-02-04 20:28:00,2024-02-04 20:28:00,2024-01-29 20:28:00,2024-02-02 20:28:00
2192,398,Event 2192,This is description for event 2192,Sports,Hyderabad,event_2192.jpg,2025-10-19 11:49:00,2025-10-21 11:49:00,2025-10-14 11:49:00,2025-10-15 11:49:00
2193,445,Event 2193,This is description for event 2193,Cultural,Delhi,event_2193.jpg,2023-03-12 22:38:00,2023-03-15 22:38:00,2023-03-11 22:38:00,2023-03-17 22:38:00
2194,687,Event 2194,This is description for event 2194,Cultural,Pune,event_2194.jpg,2023-10-23 02:38:00,2023-10-23 02:38:00,2023-10-14 02:38:00,2023-10-20 02:38:00
2195,890,Event 2195,This is description for event 2195,Seminar,Pune,event_2195.jpg,2025-01-28 10:57:00,2025-01-29 10:57:00,2025-01-23 10:57:00,2025-01-26 10:57:00
2196,145,Event 2196,This is description for event 2196,Seminar,Mumbai,event_2196.jpg,2023-07-07 20:48:00,2023-07-08 20:48:00,2023-07-05 20:48:00,2023-07-12 20:48:00
2197,170,Event 2197,This is description for event 2197,Seminar,Delhi,event_2197.jpg,2023-04-16 06:00:00,2023-04-17 06:00:00,2023-04-13 06:00:00,2023-04-26 06:00:00
2198,33,Event 2198,This is description for event 2198,Sports,Mumbai,event_2198.jpg,2024-06-13 00:34:00,2024-06-16 00:34:00,2024-06-06 00:34:00,2024-06-07 00:34:00
2199,132,Event 2199,This is description for event 2199,Cultural,Bangalore,event_2199.jpg,2023-05-14 15:56:00,2023-05-17 15:56:00,2023-05-12 15:56:00,2023-05-22 15:56:00
2200,523,Event 2200,This is description for event 2200,Technical,Hyderabad,event_2200.jpg,2025-02-22 01:59:00,2025-02-24 01:59:00,2025-02-12 01:59:00,2025-03-02 01:59:00
